InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536449,22423,REGENCY CAKESTAND 3 TIER,27,08/30/2011 09:00,12.75,UK1025,United Kingdom
536450,84029E,RED WOOLLY HOTTIE WHITE HEART,16,08/19/2011 18:00,3.39,UK1032,United Kingdom
536450,84879,ASSORTED COLOUR BIRD ORNAMENT,27,08/19/2011 18:00,1.69,UK1032,United Kingdom
536450,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,08/19/2011 18:00,3.75,UK1032,United Kingdom
536450,20725,LUNCH BAG RED RETROSPOT,38,08/19/2011 18:00,1.65,UK1032,United Kingdom
536450,84406B,CREAM CUPID HEARTS COAT HANGER,25,08/19/2011 18:00,2.75,UK1032,United Kingdom
536451,22423,REGENCY CAKESTAND 3 TIER,38,02-05-2011 13:00,12.75,UK1035,United Kingdom
536451,21212,PACK OF 72 RETROSPOT CAKE CASES,9,02-05-2011 13:00,0.55,UK1035,United Kingdom
536451,84406B,CREAM CUPID HEARTS COAT HANGER,9,02-05-2011 13:00,2.75,UK1035,United Kingdom
536451,21754,HOME BUILDING BLOCK WORD,20,02-05-2011 13:00,5.95,UK1035,United Kingdom
536452,84029E,RED WOOLLY HOTTIE WHITE HEART,19,03/24/2011 10:00,3.39,UK1026,United Kingdom
536452,84879,ASSORTED COLOUR BIRD ORNAMENT,13,03/24/2011 10:00,1.69,UK1026,United Kingdom
536452,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,38,03/24/2011 10:00,3.75,UK1026,United Kingdom
536452,47566,PARTY BUNTING,39,03/24/2011 10:00,4.95,UK1026,United Kingdom
536453,22633,HAND WARMER UNION JACK,11,06-11-2011 11:00,1.85,UK1003,United Kingdom
536453,85123A,WHITE HANGING HEART T-LIGHT HOLDER,21,06-11-2011 11:00,2.55,UK1003,United Kingdom
536453,84406B,CREAM CUPID HEARTS COAT HANGER,3,06-11-2011 11:00,2.75,UK1003,United Kingdom
536453,21754,HOME BUILDING BLOCK WORD,7,06-11-2011 11:00,5.95,UK1003,United Kingdom
536453,22752,SET 7 BABUSHKA NESTING BOXES,16,06-11-2011 11:00,7.65,UK1003,United Kingdom
536454,84406B,CREAM CUPID HEARTS COAT HANGER,28,06/30/2011 11:00,2.75,UK1002,United Kingdom
536455,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,02/21/2011 16:00,2.55,UK1011,United Kingdom
536455,84879,ASSORTED COLOUR BIRD ORNAMENT,16,02/21/2011 16:00,1.69,UK1011,United Kingdom
536455,21212,PACK OF 72 RETROSPOT CAKE CASES,20,02/21/2011 16:00,0.55,UK1011,United Kingdom
536455,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,02/21/2011 16:00,3.75,UK1011,United Kingdom
536455,21754,HOME BUILDING BLOCK WORD,29,02/21/2011 16:00,5.95,UK1011,United Kingdom
536456,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,10/28/2011 13:00,2.55,UK1008,United Kingdom
536456,84879,ASSORTED COLOUR BIRD ORNAMENT,11,10/28/2011 13:00,1.69,UK1008,United Kingdom
536456,22633,HAND WARMER UNION JACK,37,10/28/2011 13:00,1.85,UK1008,United Kingdom
536456,84029E,RED WOOLLY HOTTIE WHITE HEART,10,10/28/2011 13:00,3.39,UK1008,United Kingdom
536457,22632,HAND WARMER RED POLKA DOT,13,05-01-2011 12:00,1.85,UK1012,United Kingdom
536457,84406B,CREAM CUPID HEARTS COAT HANGER,11,05-01-2011 12:00,2.75,UK1012,United Kingdom
536457,21212,PACK OF 72 RETROSPOT CAKE CASES,34,05-01-2011 12:00,0.55,UK1012,United Kingdom
536457,84879,ASSORTED COLOUR BIRD ORNAMENT,11,05-01-2011 12:00,1.69,UK1012,United Kingdom
536458,84029E,RED WOOLLY HOTTIE WHITE HEART,2,09/16/2011 09:00,3.39,UK1014,United Kingdom
536459,21212,PACK OF 72 RETROSPOT CAKE CASES,5,07/30/2011 11:00,0.55,UK1031,United Kingdom
536459,21754,HOME BUILDING BLOCK WORD,18,07/30/2011 11:00,5.95,UK1031,United Kingdom
536459,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,07/30/2011 11:00,3.75,UK1031,United Kingdom
536459,84879,ASSORTED COLOUR BIRD ORNAMENT,36,07/30/2011 11:00,1.69,UK1031,United Kingdom
536459,21730,GLASS STAR FROSTED T-LIGHT HOLDER,20,07/30/2011 11:00,4.25,UK1031,United Kingdom
536460,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,05-04-2011 10:00,3.75,UK1017,United Kingdom
536460,20725,LUNCH BAG RED RETROSPOT,32,05-04-2011 10:00,1.65,UK1017,United Kingdom
536460,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,05-04-2011 10:00,2.55,UK1017,United Kingdom
536460,21212,PACK OF 72 RETROSPOT CAKE CASES,12,05-04-2011 10:00,0.55,UK1017,United Kingdom
536460,71053,WHITE METAL LANTERN,30,05-04-2011 10:00,3.39,UK1017,United Kingdom
536461,22632,HAND WARMER RED POLKA DOT,10,09/19/2011 09:00,1.85,UK1020,United Kingdom
536461,84029E,RED WOOLLY HOTTIE WHITE HEART,17,09/19/2011 09:00,3.39,UK1020,United Kingdom
536461,71053,WHITE METAL LANTERN,22,09/19/2011 09:00,3.39,UK1020,United Kingdom
536461,22633,HAND WARMER UNION JACK,9,09/19/2011 09:00,1.85,UK1020,United Kingdom
536462,22423,REGENCY CAKESTAND 3 TIER,23,08/31/2011 12:00,12.75,UK1028,United Kingdom
536463,20725,LUNCH BAG RED RETROSPOT,34,03-08-2011 11:00,1.65,UK1023,United Kingdom
536463,22423,REGENCY CAKESTAND 3 TIER,6,03-08-2011 11:00,12.75,UK1023,United Kingdom
536463,84029E,RED WOOLLY HOTTIE WHITE HEART,7,03-08-2011 11:00,3.39,UK1023,United Kingdom
536464,22633,HAND WARMER UNION JACK,22,06/30/2011 13:00,1.85,UK1000,United Kingdom
536464,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,06/30/2011 13:00,4.25,UK1000,United Kingdom
536464,84406B,CREAM CUPID HEARTS COAT HANGER,29,06/30/2011 13:00,2.75,UK1000,United Kingdom
536464,21754,HOME BUILDING BLOCK WORD,10,06/30/2011 13:00,5.95,UK1000,United Kingdom
536465,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,05-08-2011 14:00,4.25,UK1035,United Kingdom
536465,84406B,CREAM CUPID HEARTS COAT HANGER,26,05-08-2011 14:00,2.75,UK1035,United Kingdom
536465,84029E,RED WOOLLY HOTTIE WHITE HEART,35,05-08-2011 14:00,3.39,UK1035,United Kingdom
536466,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,39,01-06-2011 11:00,3.75,UK1027,United Kingdom
536466,21212,PACK OF 72 RETROSPOT CAKE CASES,23,01-06-2011 11:00,0.55,UK1027,United Kingdom
536466,84879,ASSORTED COLOUR BIRD ORNAMENT,29,01-06-2011 11:00,1.69,UK1027,United Kingdom
536466,20725,LUNCH BAG RED RETROSPOT,40,01-06-2011 11:00,1.65,UK1027,United Kingdom
536467,22752,SET 7 BABUSHKA NESTING BOXES,17,01-05-2011 18:00,7.65,UK1020,United Kingdom
536467,22633,HAND WARMER UNION JACK,9,01-05-2011 18:00,1.85,UK1020,United Kingdom
536467,21212,PACK OF 72 RETROSPOT CAKE CASES,18,01-05-2011 18:00,0.55,UK1020,United Kingdom
536467,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,01-05-2011 18:00,2.55,UK1020,United Kingdom
536468,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,18,04-07-2011 18:00,3.75,UK1031,United Kingdom
536468,22632,HAND WARMER RED POLKA DOT,26,04-07-2011 18:00,1.85,UK1031,United Kingdom
536469,84879,ASSORTED COLOUR BIRD ORNAMENT,9,09-03-2011 08:00,1.69,UK1035,United Kingdom
536469,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,09-03-2011 08:00,4.25,UK1035,United Kingdom
536469,84029E,RED WOOLLY HOTTIE WHITE HEART,15,09-03-2011 08:00,3.39,UK1035,United Kingdom
536469,22423,REGENCY CAKESTAND 3 TIER,29,09-03-2011 08:00,12.75,UK1035,United Kingdom
536470,21730,GLASS STAR FROSTED T-LIGHT HOLDER,30,02/20/2011 13:00,4.25,UK1019,United Kingdom
536470,84029E,RED WOOLLY HOTTIE WHITE HEART,35,02/20/2011 13:00,3.39,UK1019,United Kingdom
536471,84406B,CREAM CUPID HEARTS COAT HANGER,15,01/24/2011 08:00,2.75,UK1030,United Kingdom
536471,22633,HAND WARMER UNION JACK,7,01/24/2011 08:00,1.85,UK1030,United Kingdom
536472,47566,PARTY BUNTING,15,09/14/2011 08:00,4.95,UK1033,United Kingdom
536472,84879,ASSORTED COLOUR BIRD ORNAMENT,2,09/14/2011 08:00,1.69,UK1033,United Kingdom
536472,21754,HOME BUILDING BLOCK WORD,5,09/14/2011 08:00,5.95,UK1033,United Kingdom
536472,22752,SET 7 BABUSHKA NESTING BOXES,5,09/14/2011 08:00,7.65,UK1033,United Kingdom
536472,84406B,CREAM CUPID HEARTS COAT HANGER,33,09/14/2011 08:00,2.75,UK1033,United Kingdom
536473,21212,PACK OF 72 RETROSPOT CAKE CASES,26,09/19/2011 15:00,0.55,UK1034,United Kingdom
536473,22633,HAND WARMER UNION JACK,13,09/19/2011 15:00,1.85,UK1034,United Kingdom
536473,84029E,RED WOOLLY HOTTIE WHITE HEART,34,09/19/2011 15:00,3.39,UK1034,United Kingdom
536473,20725,LUNCH BAG RED RETROSPOT,40,09/19/2011 15:00,1.65,UK1034,United Kingdom
536473,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,14,09/19/2011 15:00,3.75,UK1034,United Kingdom
536474,20725,LUNCH BAG RED RETROSPOT,19,01/21/2011 18:00,1.65,UK1012,United Kingdom
536474,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,01/21/2011 18:00,3.75,UK1012,United Kingdom
536474,21212,PACK OF 72 RETROSPOT CAKE CASES,35,01/21/2011 18:00,0.55,UK1012,United Kingdom
536474,84029E,RED WOOLLY HOTTIE WHITE HEART,26,01/21/2011 18:00,3.39,UK1012,United Kingdom
536474,22423,REGENCY CAKESTAND 3 TIER,21,01/21/2011 18:00,12.75,UK1012,United Kingdom
536475,22752,SET 7 BABUSHKA NESTING BOXES,24,05-10-2011 10:00,7.65,UK1008,United Kingdom
536476,22752,SET 7 BABUSHKA NESTING BOXES,37,08/16/2011 08:00,7.65,UK1006,United Kingdom
536477,84406B,CREAM CUPID HEARTS COAT HANGER,20,07/23/2011 13:00,2.75,UK1002,United Kingdom
536478,21212,PACK OF 72 RETROSPOT CAKE CASES,31,05-09-2011 15:00,0.55,UK1026,United Kingdom
536478,84029E,RED WOOLLY HOTTIE WHITE HEART,38,05-09-2011 15:00,3.39,UK1026,United Kingdom
536478,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,17,05-09-2011 15:00,3.75,UK1026,United Kingdom
536478,84879,ASSORTED COLOUR BIRD ORNAMENT,32,05-09-2011 15:00,1.69,UK1026,United Kingdom
536478,22752,SET 7 BABUSHKA NESTING BOXES,24,05-09-2011 15:00,7.65,UK1026,United Kingdom
536479,22633,HAND WARMER UNION JACK,9,10/30/2011 13:00,1.85,UK1032,United Kingdom
536479,20725,LUNCH BAG RED RETROSPOT,10,10/30/2011 13:00,1.65,UK1032,United Kingdom
536480,21730,GLASS STAR FROSTED T-LIGHT HOLDER,14,01/29/2011 18:00,4.25,UK1027,United Kingdom
536480,21212,PACK OF 72 RETROSPOT CAKE CASES,22,01/29/2011 18:00,0.55,UK1027,United Kingdom
536480,22633,HAND WARMER UNION JACK,2,01/29/2011 18:00,1.85,UK1027,United Kingdom
536481,84406B,CREAM CUPID HEARTS COAT HANGER,33,04/30/2011 10:00,2.75,UK1013,United Kingdom
536481,84029E,RED WOOLLY HOTTIE WHITE HEART,25,04/30/2011 10:00,3.39,UK1013,United Kingdom
536481,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,25,04/30/2011 10:00,3.75,UK1013,United Kingdom
536481,21730,GLASS STAR FROSTED T-LIGHT HOLDER,13,04/30/2011 10:00,4.25,UK1013,United Kingdom
536481,20725,LUNCH BAG RED RETROSPOT,1,04/30/2011 10:00,1.65,UK1013,United Kingdom
536482,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,04/30/2011 18:00,3.75,UK1004,United Kingdom
536482,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,04/30/2011 18:00,2.55,UK1004,United Kingdom
536483,20725,LUNCH BAG RED RETROSPOT,12,07/23/2011 14:00,1.65,UK1013,United Kingdom
536483,71053,WHITE METAL LANTERN,37,07/23/2011 14:00,3.39,UK1013,United Kingdom
536483,22632,HAND WARMER RED POLKA DOT,28,07/23/2011 14:00,1.85,UK1013,United Kingdom
536483,84029E,RED WOOLLY HOTTIE WHITE HEART,12,07/23/2011 14:00,3.39,UK1013,United Kingdom
536483,21212,PACK OF 72 RETROSPOT CAKE CASES,21,07/23/2011 14:00,0.55,UK1013,United Kingdom
536484,84879,ASSORTED COLOUR BIRD ORNAMENT,30,07-06-2011 16:00,1.69,UK1014,United Kingdom
536484,21212,PACK OF 72 RETROSPOT CAKE CASES,8,07-06-2011 16:00,0.55,UK1014,United Kingdom
536484,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,07-06-2011 16:00,2.55,UK1014,United Kingdom
536484,84406B,CREAM CUPID HEARTS COAT HANGER,32,07-06-2011 16:00,2.75,UK1014,United Kingdom
536484,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,07-06-2011 16:00,4.25,UK1014,United Kingdom
536485,84406B,CREAM CUPID HEARTS COAT HANGER,13,02-05-2011 10:00,2.75,FR2006,France
536486,22633,HAND WARMER UNION JACK,511,05-07-2011 11:00,1.85,FR2004,France
536486,85123A,WHITE HANGING HEART T-LIGHT HOLDER,568,05-07-2011 11:00,2.55,FR2004,France
536487,22423,REGENCY CAKESTAND 3 TIER,8,03/15/2011 10:00,12.75,FR2008,France
536487,22633,HAND WARMER UNION JACK,28,03/15/2011 10:00,1.85,FR2008,France
536487,84879,ASSORTED COLOUR BIRD ORNAMENT,7,03/15/2011 10:00,1.69,FR2008,France
536487,21212,PACK OF 72 RETROSPOT CAKE CASES,30,03/15/2011 10:00,0.55,FR2008,France
536488,84406B,CREAM CUPID HEARTS COAT HANGER,38,07-02-2011 18:00,2.75,FR2001,France
536489,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,05-02-2011 16:00,3.75,FR2008,France
536489,20725,LUNCH BAG RED RETROSPOT,18,05-02-2011 16:00,1.65,FR2008,France
536490,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,06-09-2011 09:00,3.75,FR2009,France
536490,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,06-09-2011 09:00,2.55,FR2009,France
536491,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,05-06-2011 16:00,2.55,FR2001,France
536491,21754,HOME BUILDING BLOCK WORD,6,05-06-2011 16:00,5.95,FR2001,France
536491,71053,WHITE METAL LANTERN,34,05-06-2011 16:00,3.39,FR2001,France
536492,22752,SET 7 BABUSHKA NESTING BOXES,30,09/25/2011 14:00,7.65,FR2010,France
536492,47566,PARTY BUNTING,40,09/25/2011 14:00,4.95,FR2010,France
536493,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,10/15/2011 14:00,2.55,FR2003,France
536493,71053,WHITE METAL LANTERN,31,10/15/2011 14:00,3.39,FR2003,France
536493,21754,HOME BUILDING BLOCK WORD,26,10/15/2011 14:00,5.95,FR2003,France
536493,20725,LUNCH BAG RED RETROSPOT,13,10/15/2011 14:00,1.65,FR2003,France
536494,22423,REGENCY CAKESTAND 3 TIER,37,10-02-2011 08:00,12.75,FR2008,France
536494,21212,PACK OF 72 RETROSPOT CAKE CASES,11,10-02-2011 08:00,0.55,FR2008,France
536494,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,40,10-02-2011 08:00,3.75,FR2008,France
536494,22752,SET 7 BABUSHKA NESTING BOXES,38,10-02-2011 08:00,7.65,FR2008,France
536494,84406B,CREAM CUPID HEARTS COAT HANGER,20,10-02-2011 08:00,2.75,FR2008,France
536495,47566,PARTY BUNTING,33,02-05-2011 15:00,4.95,FR2004,France
536496,22752,SET 7 BABUSHKA NESTING BOXES,40,05/18/2011 14:00,7.65,FR2001,France
536496,71053,WHITE METAL LANTERN,35,05/18/2011 14:00,3.39,FR2001,France
536496,84406B,CREAM CUPID HEARTS COAT HANGER,39,05/18/2011 14:00,2.75,FR2001,France
536496,22633,HAND WARMER UNION JACK,40,05/18/2011 14:00,1.85,FR2001,France
536497,20725,LUNCH BAG RED RETROSPOT,37,10-04-2011 16:00,1.65,FR2004,France
536497,22633,HAND WARMER UNION JACK,19,10-04-2011 16:00,1.85,FR2004,France
536497,21212,PACK OF 72 RETROSPOT CAKE CASES,11,10-04-2011 16:00,0.55,FR2004,France
536498,22752,SET 7 BABUSHKA NESTING BOXES,16,04/28/2011 18:00,7.65,FR2003,France
536498,71053,WHITE METAL LANTERN,29,04/28/2011 18:00,3.39,FR2003,France
536498,47566,PARTY BUNTING,26,04/28/2011 18:00,4.95,FR2003,France
536498,22633,HAND WARMER UNION JACK,16,04/28/2011 18:00,1.85,FR2003,France
536499,22632,HAND WARMER RED POLKA DOT,18,07/22/2011 12:00,1.85,FR2011,France
536499,21754,HOME BUILDING BLOCK WORD,36,07/22/2011 12:00,5.95,FR2011,France
536499,20725,LUNCH BAG RED RETROSPOT,38,07/22/2011 12:00,1.65,FR2011,France
536500,22633,HAND WARMER UNION JACK,9,01/13/2011 16:00,1.85,FR2008,France
536501,22423,REGENCY CAKESTAND 3 TIER,6,08-11-2011 10:00,12.75,FR2007,France
536501,71053,WHITE METAL LANTERN,7,08-11-2011 10:00,3.39,FR2007,France
536501,84029E,RED WOOLLY HOTTIE WHITE HEART,40,08-11-2011 10:00,3.39,FR2007,France
536501,84406B,CREAM CUPID HEARTS COAT HANGER,38,08-11-2011 10:00,2.75,FR2007,France
536502,20725,LUNCH BAG RED RETROSPOT,16,06/25/2011 10:00,1.65,FR2004,France
536502,21212,PACK OF 72 RETROSPOT CAKE CASES,37,06/25/2011 10:00,0.55,FR2004,France
536502,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,06/25/2011 10:00,4.25,FR2004,France
536503,21754,HOME BUILDING BLOCK WORD,15,07/24/2011 13:00,5.95,FR2008,France
536503,47566,PARTY BUNTING,19,07/24/2011 13:00,4.95,FR2008,France
536503,21212,PACK OF 72 RETROSPOT CAKE CASES,30,07/24/2011 13:00,0.55,FR2008,France
536503,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,07/24/2011 13:00,2.55,FR2008,France
536504,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,33,08/25/2011 09:00,3.75,FR2003,France
536504,47566,PARTY BUNTING,20,08/25/2011 09:00,4.95,FR2003,France
536505,71053,WHITE METAL LANTERN,27,06/13/2011 10:00,3.39,FR2002,France
536505,21730,GLASS STAR FROSTED T-LIGHT HOLDER,29,06/13/2011 10:00,4.25,FR2002,France
536505,22752,SET 7 BABUSHKA NESTING BOXES,11,06/13/2011 10:00,7.65,FR2002,France
536506,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,06-01-2011 16:00,2.55,FR2000,France
536506,47566,PARTY BUNTING,20,06-01-2011 16:00,4.95,FR2000,France
536506,22423,REGENCY CAKESTAND 3 TIER,20,06-01-2011 16:00,12.75,FR2000,France
536506,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,06-01-2011 16:00,3.75,FR2000,France
536506,22633,HAND WARMER UNION JACK,16,06-01-2011 16:00,1.85,FR2000,France
536507,22752,SET 7 BABUSHKA NESTING BOXES,10,04/29/2011 08:00,7.65,FR2007,France
536508,21754,HOME BUILDING BLOCK WORD,2,10/25/2011 09:00,5.95,FR2006,France
536508,22633,HAND WARMER UNION JACK,36,10/25/2011 09:00,1.85,FR2006,France
536509,21754,HOME BUILDING BLOCK WORD,35,03-07-2011 10:00,5.95,FR2002,France
536509,22632,HAND WARMER RED POLKA DOT,34,03-07-2011 10:00,1.85,FR2002,France
536510,22633,HAND WARMER UNION JACK,34,02-03-2011 09:00,1.85,FR2000,France
536510,20725,LUNCH BAG RED RETROSPOT,33,02-03-2011 09:00,1.65,FR2000,France
536511,71053,WHITE METAL LANTERN,25,04-07-2011 14:00,3.39,FR2005,France
536511,85123A,WHITE HANGING HEART T-LIGHT HOLDER,39,04-07-2011 14:00,2.55,FR2005,France
536511,22423,REGENCY CAKESTAND 3 TIER,22,04-07-2011 14:00,12.75,FR2005,France
536511,84879,ASSORTED COLOUR BIRD ORNAMENT,33,04-07-2011 14:00,1.69,FR2005,France
536512,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/13/2011 16:00,2.75,FR2009,France
536512,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,32,01/13/2011 16:00,3.75,FR2009,France
536513,84879,ASSORTED COLOUR BIRD ORNAMENT,35,07/29/2011 10:00,1.69,FR2000,France
536513,22633,HAND WARMER UNION JACK,30,07/29/2011 10:00,1.85,FR2000,France
536513,21754,HOME BUILDING BLOCK WORD,19,07/29/2011 10:00,5.95,FR2000,France
536514,22633,HAND WARMER UNION JACK,2,03-02-2011 11:00,1.85,FR2002,France
536514,22423,REGENCY CAKESTAND 3 TIER,14,03-02-2011 11:00,12.75,FR2002,France
536514,22752,SET 7 BABUSHKA NESTING BOXES,20,03-02-2011 11:00,7.65,FR2002,France
536514,71053,WHITE METAL LANTERN,32,03-02-2011 11:00,3.39,FR2002,France
536514,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,27,03-02-2011 11:00,3.75,FR2002,France
536515,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,37,09-05-2011 15:00,3.75,FR2000,France
536515,47566,PARTY BUNTING,36,09-05-2011 15:00,4.95,FR2000,France
536516,21212,PACK OF 72 RETROSPOT CAKE CASES,3,07/15/2011 13:00,0.55,FR2009,France
536517,20725,LUNCH BAG RED RETROSPOT,12,09/29/2011 18:00,1.65,FR2003,France
536517,22423,REGENCY CAKESTAND 3 TIER,38,09/29/2011 18:00,12.75,FR2003,France
536517,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,09/29/2011 18:00,3.75,FR2003,France
536517,84406B,CREAM CUPID HEARTS COAT HANGER,1,09/29/2011 18:00,2.75,FR2003,France
536517,84029E,RED WOOLLY HOTTIE WHITE HEART,20,09/29/2011 18:00,3.39,FR2003,France
536518,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26,05/17/2011 14:00,2.55,FR2008,France
536519,84029E,RED WOOLLY HOTTIE WHITE HEART,12,10/25/2011 13:00,3.39,FR2006,France
536519,22633,HAND WARMER UNION JACK,6,10/25/2011 13:00,1.85,FR2006,France
536519,21754,HOME BUILDING BLOCK WORD,28,10/25/2011 13:00,5.95,FR2006,France
536519,47566,PARTY BUNTING,6,10/25/2011 13:00,4.95,FR2006,France
536519,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,10/25/2011 13:00,4.25,FR2006,France
536520,84406B,CREAM CUPID HEARTS COAT HANGER,24,01/31/2011 08:00,2.75,FR2003,France
536520,84879,ASSORTED COLOUR BIRD ORNAMENT,38,01/31/2011 08:00,1.69,FR2003,France
536520,21212,PACK OF 72 RETROSPOT CAKE CASES,18,01/31/2011 08:00,0.55,FR2003,France
536520,71053,WHITE METAL LANTERN,37,01/31/2011 08:00,3.39,FR2003,France
536521,22633,HAND WARMER UNION JACK,25,10-05-2011 10:00,1.85,DE3004,Germany
536521,47566,PARTY BUNTING,2,10-05-2011 10:00,4.95,DE3004,Germany
536521,22632,HAND WARMER RED POLKA DOT,5,10-05-2011 10:00,1.85,DE3004,Germany
536521,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,10-05-2011 10:00,2.55,DE3004,Germany
536521,84029E,RED WOOLLY HOTTIE WHITE HEART,4,10-05-2011 10:00,3.39,DE3004,Germany
536522,22632,HAND WARMER RED POLKA DOT,35,02/16/2011 12:00,1.85,DE3005,Germany
536523,84406B,CREAM CUPID HEARTS COAT HANGER,22,08/27/2011 16:00,2.75,DE3008,Germany
536524,84406B,CREAM CUPID HEARTS COAT HANGER,27,08-04-2011 12:00,2.75,DE3008,Germany
536524,22632,HAND WARMER RED POLKA DOT,16,08-04-2011 12:00,1.85,DE3008,Germany
536524,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,08-04-2011 12:00,3.75,DE3008,Germany
536524,21754,HOME BUILDING BLOCK WORD,11,08-04-2011 12:00,5.95,DE3008,Germany
536524,84879,ASSORTED COLOUR BIRD ORNAMENT,18,08-04-2011 12:00,1.69,DE3008,Germany
536525,84029E,RED WOOLLY HOTTIE WHITE HEART,468,09/16/2011 08:00,3.39,DE3006,Germany
536525,22632,HAND WARMER RED POLKA DOT,755,09/16/2011 08:00,1.85,DE3006,Germany
536525,22423,REGENCY CAKESTAND 3 TIER,589,09/16/2011 08:00,12.75,DE3006,Germany
536526,22423,REGENCY CAKESTAND 3 TIER,38,10-12-2011 13:00,12.75,DE3005,Germany
536526,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,10-12-2011 13:00,2.55,DE3005,Germany
536526,71053,WHITE METAL LANTERN,21,10-12-2011 13:00,3.39,DE3005,Germany
536526,21212,PACK OF 72 RETROSPOT CAKE CASES,17,10-12-2011 13:00,0.55,DE3005,Germany
536526,20725,LUNCH BAG RED RETROSPOT,13,10-12-2011 13:00,1.65,DE3005,Germany
536527,22633,HAND WARMER UNION JACK,36,06/24/2011 18:00,1.85,DE3008,Germany
536527,84029E,RED WOOLLY HOTTIE WHITE HEART,37,06/24/2011 18:00,3.39,DE3008,Germany
536528,21754,HOME BUILDING BLOCK WORD,23,06/18/2011 18:00,5.95,DE3003,Germany
536528,84879,ASSORTED COLOUR BIRD ORNAMENT,32,06/18/2011 18:00,1.69,DE3003,Germany
536528,22752,SET 7 BABUSHKA NESTING BOXES,32,06/18/2011 18:00,7.65,DE3003,Germany
536528,22423,REGENCY CAKESTAND 3 TIER,4,06/18/2011 18:00,12.75,DE3003,Germany
536529,84406B,CREAM CUPID HEARTS COAT HANGER,8,02/24/2011 14:00,2.75,DE3009,Germany
536529,22632,HAND WARMER RED POLKA DOT,8,02/24/2011 14:00,1.85,DE3009,Germany
536529,84029E,RED WOOLLY HOTTIE WHITE HEART,12,02/24/2011 14:00,3.39,DE3009,Germany
536529,22633,HAND WARMER UNION JACK,32,02/24/2011 14:00,1.85,DE3009,Germany
536529,71053,WHITE METAL LANTERN,23,02/24/2011 14:00,3.39,DE3009,Germany
536530,22752,SET 7 BABUSHKA NESTING BOXES,28,07-07-2011 09:00,7.65,DE3002,Germany
536530,71053,WHITE METAL LANTERN,4,07-07-2011 09:00,3.39,DE3002,Germany
536531,20725,LUNCH BAG RED RETROSPOT,3,08/17/2011 10:00,1.65,DE3011,Germany
536531,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,08/17/2011 10:00,3.75,DE3011,Germany
536531,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,08/17/2011 10:00,2.55,DE3011,Germany
536531,47566,PARTY BUNTING,11,08/17/2011 10:00,4.95,DE3011,Germany
536531,22632,HAND WARMER RED POLKA DOT,8,08/17/2011 10:00,1.85,DE3011,Germany
536532,22423,REGENCY CAKESTAND 3 TIER,21,06/26/2011 08:00,12.75,DE3003,Germany
536532,47566,PARTY BUNTING,4,06/26/2011 08:00,4.95,DE3003,Germany
536532,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,06/26/2011 08:00,3.75,DE3003,Germany
